name,id,qrs
255501130245283236900101864470681928917,218,[1492979 1493388 1493798]
36262270763098143035729677213379325809,218,[1493388 1493798 1494207]
192045376705413952105730435675434887237,218,[1493798 1494207 1494617]
116564735420152414358598141816252968067,218,[1494207 1494617 1495025]
163328308755439258179972151930025340253,218,[1494617 1495025 1495430]
13980988408562258687907098593708020208,218,[1495025 1495430 1495857]
230443610567623670165759454985616957323,218,[1495430 1495857 1496276]
328456306437987269406336681292747979091,218,[1495857 1496276 1496656]
250141028397371759460288214720864912571,218,[1496276 1496656 1497061]
139718212010770957459534337655129365852,218,[1496656 1497061 1497468]
332591246814202568385234609538146765086,218,[1497061 1497468 1497871]
71160878894562812718494772085749359519,218,[1497468 1497871 1498294]
98862294679032783978533454056254934851,218,[1497871 1498294 1498699]
302820338174951359756747392183682551439,218,[1498294 1498699 1499104]
236106450917879946760760636944726132249,218,[1498699 1499104 1499481]
337996905108535918835185987505236155922,218,[1499104 1499481 1499881]
132965040541185833024163042068222034363,218,[1499481 1499881 1500283]
88900884241760560232635909442437960562,218,[1499881 1500283 1500682]
281859301791106644476164253287185111572,218,[1500283 1500682 1501082]
67897694395320286079039462588917915576,218,[1500682 1501082 1501479]
142098845188652305987856613354623700803,218,[1501082 1501479 1501880]
92234995134848233971646650720020603821,218,[1501479 1501880 1502276]
171809148101352095970876143856738915533,218,[1501880 1502276 1502676]
28788459633194902596216686311081057572,218,[1502276 1502676 1503072]
51391528613150466588557710978672437563,218,[1502676 1503072]
150662433669742200746760870694019887551,226,[1627523 1627919]
80396251476162422302680176980770888629,226,[1627523 1627919 1628316]
5843362342542145475476763266030030615,226,[1627919 1628316 1628710]
334128836656399736878833791686582517026,226,[1628316 1628710 1629106]
191424368930308453061070152849365030322,226,[1628710 1629106 1629501]
226973660027230614350994301194716158238,226,[1629106 1629501 1629896]
81618864449346859698069299429081129824,226,[1629501 1629896 1630288]
97461934028208486907500686073182415906,226,[1629896 1630288 1630678]
297365202793520160848087368623019090697,226,[1630288 1630678 1631068]
130769626978595162732278165415030791532,226,[1630678 1631068 1631459]
308547946796434030955564360837831793285,226,[1631068 1631459 1631850]
295815695142950280819938283300986713489,226,[1631459 1631850 1632240]
254679279434607428456130641582541708152,226,[1631850 1632240 1632628]
123956305933538984923605051180011560502,226,[1632240 1632628 1633016]
278791201657827318024382356380174446515,226,[1632628 1633016 1633404]
280653009054682040092697129922146743118,226,[1633016 1633404 1633791]
273482350258146502939650600865068642965,226,[1633404 1633791 1634179]
276830188419742044628498754791509227772,226,[1633791 1634179 1634568]
93767886567253172647631072471420263788,226,[1634179 1634568 1634955]
80688463052212277034261146160268466228,226,[1634568 1634955 1635343]
155224734562951428300853309855685545560,226,[1634955 1635343 1635731]
253523114909270835662340159065157782646,226,[1635343 1635731 1636120]
2591645405893573582434736627536922408,226,[1635731 1636120 1636507]
213329260291232844235935325117527400621,226,[1636120 1636507 1636895]
239770450134281638007441480236485872688,226,[1636507 1636895 1637285]
323230065118859600969372875229844472952,226,[1636895 1637285 1637675]
241226674601934734818673191689925613788,226,[1637285 1637675 1638065]
45935661158536213429652769986746732178,226,[1637675 1638065 1638453]
315918295572403614653214374926736269442,226,[1638065 1638453 1638847]
31748539599503414685980674066954517636,226,[1638453 1638847 1639237]
73724866042529249729723523012129852258,226,[1638847 1639237 1639625]
86449415872222276279832510418947901146,226,[1639237 1639625 1640013]
200721051215832855542267948030216591146,226,[1639625 1640013 1640400]
217014849440205551738794951385009703587,226,[1640013 1640400 1640788]
338959280297475622064883511312450883522,226,[1640400 1640788 1641173]
233056484048170101833324533237557868803,226,[1640788 1641173 1641562]
71763637723973845696296968194515871949,226,[1641173 1641562 1641946]
102655639784140465569657769011003270111,226,[1641562 1641946 1642332]
197528116537494162713078340862621517995,226,[1641946 1642332 1642718]
1439048539465062984200457550223925032,226,[1642332 1642718 1643103]
211344811311030516100279453656921644088,226,[1642718 1643103 1643489]
76357548476810101073177336755368056186,226,[1643103 1643489 1643875]
72061140316860450088371563430103955708,226,[1643489 1643875 1644260]
237567975747790633212865131741844248077,226,[1643875 1644260 1644646]
303327679321543031628896647858410362941,226,[1644260 1644646 1645031]
11362159324424148563948081533650778589,226,[1644646 1645031 1645416]
71853707202901889081027772165214308352,226,[1645031 1645416 1645802]
168011854618360008476758317068805754382,226,[1645416 1645802 1646189]
227927728554538353888989099412411356692,226,[1645802 1646189 1646575]
182862532760673844676700290083940820950,226,[1646189 1646575 1646964]
277246782783019481738734207758136773908,226,[1646575 1646964 1647353]
303312600421305623780590927388684868357,226,[1646964 1647353 1647744]
215687992123984696271024085450051762411,226,[1647353 1647744 1648136]
6838460549982545059367992824019797272,226,[1647744 1648136 1648527]
64301704815352567462805723533171483136,226,[1648136 1648527 1648919]
123331399251693986943400878181396099619,226,[1648527 1648919 1649311]
340101541579056856456631035957718804852,226,[1648919 1649311 1649703]
276879980016718532774404696798215389219,226,[1649311 1649703 1650095]
233762614657659645908321442197144043013,226,[1649703 1650095 1650487]
174331476951729105542485506305436511852,226,[1650095 1650487 1650879]
90554973566299994965862724694545282916,226,[1650487 1650879 1651270]
151279227547378357902285795803496211035,226,[1650879 1651270 1651662]
28363142187681821742062451383725952949,226,[1651270 1651662 1652053]
235568004276766918120209698247381213563,226,[1651662 1652053 1652444]
111097388623326853296046738995997333923,226,[1652053 1652444 1652827]
269485653636343067619124212962763898089,226,[1652444 1652827 1653225]
310519468829400502613526927806450741401,226,[1652827 1653225 1653616]
123105947619170347640587092174104785986,226,[1653225 1653616 1654010]
22292846475315765096248429926418462328,226,[1653616 1654010 1654406]
121741923307672493227280639711103158808,226,[1654010 1654406 1654805]
163545981433913043630949355672409519735,226,[1654406 1654805 1655196]
169986164900456169880514496774081454531,226,[1654805 1655196 1655590]
36769539070503124371629988241952691944,226,[1655196 1655590 1655986]
131427038161750962400968912743262723589,226,[1655590 1655986 1656382]
73098171436571283112478335974186673383,226,[1655986 1656382 1656778]
290580980453507008601966694244509799091,226,[1656382 1656778 1657173]
253345985486874438468528869354308784328,226,[1656778 1657173]
60305329984160431762261910898785194966,227,[1627523 1627919]
82417369593601133897918117396032286416,227,[1627523 1627919 1628316]
36995854765136252822986813270785618106,227,[1627919 1628316 1628710]
89977600141064688276858562238047115497,227,[1628316 1628710 1629106]
31252919248423498656815426394920486091,227,[1628710 1629106 1629501]
118296122336323911066953498533348891026,227,[1629106 1629501 1629896]
48764738910386855475379539963983514206,227,[1629501 1629896 1630288]
319018882757056235174514550242940230641,227,[1629896 1630288 1630678]
110163188742537888030365950750157917824,227,[1630288 1630678 1631068]
296453277566772061105562262603528605483,227,[1630678 1631068 1631459]
83366849523670994120628878237160516545,227,[1631068 1631459 1631850]
308131960931696452128605033964650734418,227,[1631459 1631850 1632240]
196774377687679202035526861498000764091,227,[1631850 1632240 1632628]
93107021503325006397217816325029050853,227,[1632240 1632628 1633016]
316489503440080415549308425634136911834,227,[1632628 1633016 1633404]
270916723896626874488919042957403228833,227,[1633016 1633404 1633791]
241447122711685750927221230174137127781,227,[1633404 1633791 1634179]
198761002311498769515653296052836676842,227,[1633791 1634179 1634568]
299840289035371247633251395180869134921,227,[1634179 1634568 1634955]
207966513577971832200467248092258795998,227,[1634568 1634955 1635343]
173928747501250494286290917935553497979,227,[1634955 1635343 1635731]
164158549763654328632184193325680214951,227,[1635343 1635731 1636120]
41006975528412508926675003685315886592,227,[1635731 1636120 1636507]
209522102111823620083453761304703001080,227,[1636120 1636507 1636895]
176186981360815565816210893603851168418,227,[1636507 1636895 1637285]
254227915696411695082011793637676803938,227,[1636895 1637285 1637675]
87067237382400919490844979817707295165,227,[1637285 1637675 1638065]
11384896499457725106977712659348103082,227,[1637675 1638065 1638453]
26078129147928250102920122408811798610,227,[1638065 1638453 1638847]
256542517131974498288744919214968665071,227,[1638453 1638847 1639237]
251678074115949383401289429128115640302,227,[1638847 1639237 1639625]
297999064794726525529647871437016161622,227,[1639237 1639625 1640013]
170573349565241635759565720581989466249,227,[1639625 1640013 1640400]
143161671216187719627154744283889732878,227,[1640013 1640400 1640788]
7188303155343944892968982770744691755,227,[1640400 1640788 1641173]
268086041998288864882050927029987395633,227,[1640788 1641173 1641562]
219356780439524969628524119975957894751,227,[1641173 1641562 1641946]
98780520060748148426871746094638270477,227,[1641562 1641946 1642332]
55178075557113340361322464883363675741,227,[1641946 1642332 1642718]
199068499952406908530489210291531544641,227,[1642332 1642718 1643103]
307421746243639618867383990558355879431,227,[1642718 1643103 1643489]
278776996605997449783549258100611270264,227,[1643103 1643489 1643875]
223323368778279940793403101818325136048,227,[1643489 1643875 1644260]
102688176618617226641903113361076181918,227,[1643875 1644260 1644646]
77940762566616905226001204460867294463,227,[1644260 1644646 1645031]
135727412386809259427058207181748662787,227,[1644646 1645031 1645416]
317569470256544854455268821289734729664,227,[1645031 1645416 1645802]
140634351915659469260217128670449455204,227,[1645416 1645802 1646189]
114859580190220565324763366272700708204,227,[1645802 1646189 1646575]
158669493546631484754377515903070408219,227,[1646189 1646575 1646964]
282557822374601279869600459805006248003,227,[1646575 1646964 1647353]
171354781620279743846728526859680408015,227,[1646964 1647353 1647744]
117393478853516004215695872664223354099,227,[1647353 1647744 1648136]
271312913697221344812986387190260170644,227,[1647744 1648136 1648527]
8546389472119185065417394792562042912,227,[1648136 1648527 1648919]
276491649954926331724635873422906374454,227,[1648527 1648919 1649311]
275791612397595564944458130698940483195,227,[1648919 1649311 1649703]
121974140605161116165829129794047182987,227,[1649311 1649703 1650095]
192696125916392992876811310568738290131,227,[1649703 1650095 1650487]
64541161594536077890147013083166902413,227,[1650095 1650487 1650879]
316123057371813130203242111601813375552,227,[1650487 1650879 1651270]
308426012780505231346457326868792255833,227,[1650879 1651270 1651662]
301395380958488031572472647334114628397,227,[1651270 1651662 1652053]
113951165634710408028285004859419530690,227,[1651662 1652053 1652444]
269281722612061236480526305662384276752,227,[1652053 1652444 1652827]
29253589044396339448268103880783253791,227,[1652444 1652827 1653225]
274482893312888327133790658206415501668,227,[1652827 1653225 1653616]
263279713158723418764517928998957596097,227,[1653225 1653616 1654010]
4764677390561546092027195732561249652,227,[1653616 1654010 1654406]
326301393902975822196255409614613910271,227,[1654010 1654406 1654805]
225110334169906788059241323451504145296,227,[1654406 1654805 1655196]
84051269427329831324626856597169724587,227,[1654805 1655196 1655590]
169981903346031950781402786326118276630,227,[1655196 1655590 1655986]
195885474754488277211927692553623733555,227,[1655590 1655986 1656382]
276460885250369918107655403861740458887,227,[1655986 1656382 1656778]
159611815828364143570962129956417167784,227,[1656382 1656778 1657173]
193712901743393008766385858967735449854,227,[1656778 1657173]
129450962933256352270150438711578495837,229,[1659962 1660363]
135778314640764458524052968776104455170,229,[1659962 1660363 1660763]
180605570653016475966599971666641521570,229,[1660363 1660763 1661165]
96897137969740639538032634344118596387,229,[1660763 1661165 1661567]
194545315501835437828263681412873719534,229,[1661165 1661567 1661969]
17077762375291063680335364173049232499,229,[1661567 1661969 1662372]
149826770191242028199544533737014961094,229,[1661969 1662372 1662776]
209597177627494089876291217604049943397,229,[1662372 1662776 1663179]
319081736145261868856627311013714339557,229,[1662776 1663179 1663584]
148582265567145773590130231851225625646,229,[1663179 1663584 1663989]
192847247094728109732663199639473903886,229,[1663584 1663989 1664396]
109129885967841620880293105272602879789,229,[1663989 1664396 1664828]
281561224966811845905012293378338768288,229,[1664396 1664828 1665114]
52314224579511851039950234365885296507,229,[1664828 1665114 1665533]
106132205225944346573601629098937094530,229,[1665114 1665533 1665990]
2623768595216114570413117099351610068,229,[1665533 1665990 1666381]
151443911306343097594961467127401004030,229,[1665990 1666381 1666858]
262439057721305981716827775998732218084,229,[1666381 1666858 1667306]
318278280913584308149226532203102411064,229,[1666858 1667306 1667746]
286377036556611014689991972231235661517,229,[1667306 1667746 1668182]
157762491944527385593731454121824818534,229,[1667746 1668182 1668614]
192380121118752449147785515599188705852,229,[1668182 1668614 1669042]
298533542672523301092148760666274957656,229,[1668614 1669042 1669467]
164784245340734657708638027696365189577,229,[1669042 1669467 1669891]
9005842227281060400123705533166795141,229,[1669467 1669891 1670312]
79516593336931810124359403210492844831,229,[1669891 1670312 1670731]
275174609819590497443573548010297672119,229,[1670312 1670731 1671149]
104403140018079226695803214186471845017,229,[1670731 1671149 1671567]
150695873873164812510625456205579137009,229,[1671149 1671567 1671985]
294817122789043636963734851372607410769,229,[1671567 1671985 1672402]
170873447703337281357111666259889964265,229,[1671985 1672402 1672819]
289298100972229309570927875665169247687,229,[1672402 1672819 1673236]
271061513231096817512515091616968411898,229,[1672819 1673236 1673654]
57158749426188053887016646146436441865,229,[1673236 1673654 1674073]
268430530011849192632599175194911202524,229,[1673654 1674073 1674495]
217578995057378209114510366220683721155,229,[1674073 1674495 1674912]
69167527213766117321238364243400586372,229,[1674495 1674912 1675330]
44299528139717094035325080154942344239,229,[1674912 1675330 1675749]
266479703309804669810819196187909852040,229,[1675330 1675749 1676165]
235308623088545160767381809197341199501,229,[1675749 1676165 1676580]
71802993159098866606061348052252538264,229,[1676165 1676580 1676997]
247824786005204732029869441221323838516,229,[1676580 1676997 1677409]
157464954791642050630456477763212038222,229,[1676997 1677409 1677820]
126269140500545220345881278005501114214,229,[1677409 1677820 1678229]
266211016852836031623812314092983042928,229,[1677820 1678229 1678637]
74496580885673145241466328493966105436,229,[1678229 1678637 1679042]
304538596607017691136249361897806340786,229,[1678637 1679042 1679445]
195831844403260578319793027640275008113,229,[1679042 1679445 1679846]
194881430553349856850039940908176978103,229,[1679445 1679846 1680245]
190636512746519746514711725000239837346,229,[1679846 1680245 1680644]
13683800995475676020631072842265135769,229,[1680245 1680644 1681042]
290331520285864639202265225535471710578,229,[1680644 1681042 1681439]
131193139580650422434724104211173818637,229,[1681042 1681439 1681837]
145814087358403948206727059466537656622,229,[1681439 1681837 1682232]
23728001432463505347219799316591556287,229,[1681837 1682232 1682629]
238674782412660686412869205975169458676,229,[1682232 1682629 1683025]
163232025425067003202147858563548100196,229,[1682629 1683025 1683422]
63229029722291044776274167459268369372,229,[1683025 1683422 1683818]
157525065951560976845354404523079661931,229,[1683422 1683818 1684214]
204517972521420946034301394745737929150,229,[1683818 1684214 1684611]
18091278226046364199669932645914524604,229,[1684214 1684611 1685008]
313712456107636190670894005906991318023,229,[1684611 1685008 1685405]
27223414002680906329242977033846181886,229,[1685008 1685405 1685800]
49236310108030273713555051898557467745,229,[1685405 1685800 1686196]
332200795176536447129674448881433169176,229,[1685800 1686196 1686595]
274629023206519292991052134207322555222,229,[1686196 1686595 1687000]
248346119307315209509459636332712294978,229,[1686595 1687000 1687403]
54028534082051221305365824984705537044,229,[1687000 1687403 1687805]
322586534013958517967166988422981610684,229,[1687403 1687805 1688207]
54787700648364749651927386545659296113,229,[1687805 1688207 1688612]
47290042958676784139449476398845242917,229,[1688207 1688612 1689017]
314981116437260050069832650192829032912,229,[1688612 1689017 1689424]
121328591722430509776614493319809293658,229,[1689017 1689424]
285824161196998185800027112451728150110,230,[1659962 1660363]
37255161931908479449669648352356651110,230,[1659962 1660363 1660763]
307545209915233442385942051340660714624,230,[1660363 1660763 1661165]
47160515558886459250112425414435805626,230,[1660763 1661165 1661567]
123359342268478027531896562499442144955,230,[1661165 1661567 1661969]
212071668983323255301441539831313892756,230,[1661567 1661969 1662372]
12502530365781855750053730443615157120,230,[1661969 1662372 1662776]
156927813128685673396131439800978128886,230,[1662372 1662776 1663179]
191534825648625379560436240422062004887,230,[1662776 1663179 1663584]
96419190169155945689286759586517913084,230,[1663179 1663584 1663989]
287616097343330426586743355583183438668,230,[1663584 1663989 1664396]
76082663297532031277551795938976520723,230,[1663989 1664396 1664828]
113912967956959599559303845478598018796,230,[1664396 1664828 1665114]
160688865629410897630757701899203517390,230,[1664828 1665114 1665533]
7712348165020970242241034291650932262,230,[1665114 1665533 1665990]
12882390221430801633831794926168664307,230,[1665533 1665990 1666381]
237711086795763123190958726857232436631,230,[1665990 1666381 1666858]
196741704278871141767264641603395125893,230,[1666381 1666858 1667306]
52459892613951268490809692218076200083,230,[1666858 1667306 1667746]
119245721359241765616297015506687728183,230,[1667306 1667746 1668182]
106246171788596286072948213128665184262,230,[1667746 1668182 1668614]
211887497233383668500187985365781745965,230,[1668182 1668614 1669042]
71670191763246625581592968191539908548,230,[1668614 1669042 1669467]
312102358583021337423817759870059408160,230,[1669042 1669467 1669891]
218787384500632888025755424537273799344,230,[1669467 1669891 1670312]
291475103776789791716980419585144363812,230,[1669891 1670312 1670731]
198877106994394542427737360623502499570,230,[1670312 1670731 1671149]
240016647622186294308819526869791190552,230,[1670731 1671149 1671567]
10648332343664116129293942108580389136,230,[1671149 1671567 1671985]
148962045481803606027077669410431153597,230,[1671567 1671985 1672402]
191203437037005297894350082927446973314,230,[1671985 1672402 1672819]
160961741789698761945849520166782677083,230,[1672402 1672819 1673236]
171875523162739907757198065002684531131,230,[1672819 1673236 1673654]
268885186637258020843650190518853627082,230,[1673236 1673654 1674073]
82589519144778948686351325876831905430,230,[1673654 1674073 1674495]
136085247236851814033803462529084616958,230,[1674073 1674495 1674912]
287214245022374667836506907590538674680,230,[1674495 1674912 1675330]
216704962577675150765372920059150156224,230,[1674912 1675330 1675749]
26176133988937321089468420629095966681,230,[1675330 1675749 1676165]
311251031800036710147647225195853253485,230,[1675749 1676165 1676580]
110670007067491190349732977109291650774,230,[1676165 1676580 1676997]
265813661378753360172272407600302414376,230,[1676580 1676997 1677409]
110900656931086464877408049642912246625,230,[1676997 1677409 1677820]
7022704486605531800444590029166666600,230,[1677409 1677820 1678229]
318538169848835677420243252644170537097,230,[1677820 1678229 1678637]
129568334188112447238586987914516885252,230,[1678229 1678637 1679042]
287383851721200724525498730434250745774,230,[1678637 1679042 1679445]
74726004810681835361304656701239527116,230,[1679042 1679445 1679846]
125129291146685291748558173290342053803,230,[1679445 1679846 1680245]
260043045729883807518891050395365457490,230,[1679846 1680245 1680644]
293862155799186445168636885335056105709,230,[1680245 1680644 1681042]
176619767235340686649934186813887372762,230,[1680644 1681042 1681439]
335526664190227330791948353792929247413,230,[1681042 1681439 1681837]
153024563667200016307461015802714680819,230,[1681439 1681837 1682232]
179249436711619168657937788957281295974,230,[1681837 1682232 1682629]
124845565310490197237475663913276066222,230,[1682232 1682629 1683025]
320828828916541459478492313697719502695,230,[1682629 1683025 1683422]
259355404097576410722476797373843306673,230,[1683025 1683422 1683818]
162768248873526457395901566556995459157,230,[1683422 1683818 1684214]
317751388439647050025320389142967773511,230,[1683818 1684214 1684611]
229716566434222310009098792858841305795,230,[1684214 1684611 1685008]
254140335581975216380223816117742736288,230,[1684611 1685008 1685405]
148457361209619684885203405120084352449,230,[1685008 1685405 1685800]
324752169023621132995597074950627294781,230,[1685405 1685800 1686196]
259121983169611116400468959890967531924,230,[1685800 1686196 1686595]
16537367683975274859240489174199157936,230,[1686196 1686595 1687000]
263376095764419383570800322210850638876,230,[1686595 1687000 1687403]
280450192556498881511455466444001607035,230,[1687000 1687403 1687805]
103161063157293067395103935404813005261,230,[1687403 1687805 1688207]
227044999161102366138905950465591698650,230,[1687805 1688207 1688612]
57408307009612221300087385580551620943,230,[1688207 1688612 1689017]
45927353191913509444507858030344019475,230,[1688612 1689017 1689424]
54039071825399807271735612561422303746,230,[1689017 1689424]
285161020481412495234535616606460614133,232,[663840 664240]
101569709228989334621293453772315554016,232,[663840 664240 664649]
37139132695160785357870840958905921544,232,[664240 664649 665060]
229899713300775920738371318704913427076,232,[664649 665060 665470]
70431648566059007508002259804020508484,232,[665060 665470 665892]
316460927715950404476368930854008479565,232,[665470 665892 666307]
16170979364294264971750608516116178714,232,[665892 666307 666716]
288349135111329470987674919506440021408,232,[666307 666716 667132]
103878559304779220927438247175469289070,232,[666716 667132 667493]
273689158921692202378161513060661222395,232,[667132 667493 667871]
190656237700068463154099552390251511859,232,[667493 667871 668254]
1297402404795221046764553539915658199,232,[667871 668254 668650]
44535054042024798513079292223657634192,232,[668254 668650 669026]
87540294464343787953285303344797658421,232,[668650 669026 669430]
1059815747079121905489558862631396404,232,[669026 669430 669815]
156391728227441017280008508170654790179,232,[669430 669815 670259]
7897499753124986918201578242031123559,232,[669815 670259 670679]
310384984458784455753246865044329303669,232,[670259 670679 671129]
262741420502884117021605069863336640847,232,[670679 671129 671534]
177654310055528182231226573377289466006,232,[671129 671534 671919]
239967753318765490000792085422943024360,232,[671534 671919 672368]
60091080038661767732556383007009683146,232,[671919 672368 672788]
149145434718267677684674046037708818929,232,[672368 672788 673208]
154486789453061772264201471894111105447,232,[672788 673208 673629]
185946519608257829938503333004693526174,232,[673208 673629 674043]
312892320573901636203623071708850878396,232,[673629 674043 674458]
87997487081364554539356793821105204889,232,[674043 674458 674872]
240668343416928394658791936932789348641,232,[674458 674872 675289]
274689966641133216832219412847114864751,232,[674872 675289 675697]
189271621884792018841478868125685179492,232,[675289 675697 676113]
332256939628542698447152376069323506792,232,[675697 676113 676508]
213925657196137818691071519861332756915,232,[676113 676508 676921]
256062600958198713645059033800146606659,232,[676508 676921 677325]
14866172675514636253842880908293186819,232,[676921 677325 677736]
108737652595941623747147827772346951188,232,[677325 677736 678147]
304090324364435111251925355792302781804,232,[677736 678147 678551]
280154749097828148547120515172872914559,232,[678147 678551 678964]
126640243573707869065893319926219645519,232,[678551 678964 679343]
243367175031040862313184884854809615659,232,[678964 679343 679777]
324413650874096585616005985961220023231,232,[679343 679777 680217]
214690456262243118784853025332705147774,232,[679777 680217 680599]
284772785008125988893429347718788107533,232,[680217 680599 680989]
291451405627769458576697330390554407071,232,[680599 680989 681421]
11481004091650502819238450057146393018,232,[680989 681421 681861]
83420323670155776819466546924322356092,232,[681421 681861 682244]
74230500694977329804587982758364709155,232,[681861 682244 682656]
139905413287642093803711698443679610940,232,[682244 682656 683049]
231774862832057465731455515146079952730,232,[682656 683049 683469]
25415548301233356505339166441946547597,232,[683049 683469 683878]
70375526553731275614601494530350211436,232,[683469 683878 684290]
40146126219322444803599916241927375361,232,[683878 684290 684689]
61907880907740035050371465337033546217,232,[684290 684689 685102]
219830715587197279460919502317119346131,232,[684689 685102 685510]
112199575362724764215947129615513558797,232,[685102 685510 685911]
319151918112851589202206446504494303408,232,[685510 685911 686316]
316775604695857617677689829762220469197,232,[685911 686316 686718]
232263026376794968872485202249222874230,232,[686316 686718 687119]
14063825845280553769278776128659063305,232,[686718 687119 687519]
231187753205257759606287380182002601683,232,[687119 687519 687916]
267247073758698353784387848254990574618,232,[687519 687916 688315]
154220633230853594473642144586912692564,232,[687916 688315 688688]
10832132669523679198610419767135235501,232,[688315 688688 689082]
222353508366224419555455980129593482518,232,[688688 689082 689510]
234308442129974939628363996065771933515,232,[689082 689510 689907]
217315923809057487151690734661256602590,232,[689510 689907 690257]
129223770953022491892161565987783841930,232,[689907 690257 690704]
229752761573660590197200083666906758239,232,[690257 690704 691041]
170208717293812897285589715616625745550,232,[690704 691041 691405]
134309365956305146371107960315674582648,232,[691041 691405 691839]
112155717282631438014466007220526907428,232,[691405 691839 692227]
286150245434824436084821500996599927838,232,[691839 692227 692672]
333612609485338478242374055912996065914,232,[692227 692672 693106]
135374651560000938800124086581323501494,232,[692672 693106 693507]
249893806435402853793960334494669829312,232,[693106 693507]
209655533252832055888749995735012467320,236,[675697 676113]
179314236220315973527701592054393218360,236,[675697 676113 676508]
42616758974741313677036494470980382933,236,[676113 676508 676921]
276578686056147117995154480556910292657,236,[676508 676921 677325]
191154463226919262632548981184433941415,236,[676921 677325 677736]
182482336419974593755803919225998361911,236,[677325 677736 678147]
114340870676013406356444447304756266956,236,[677736 678147 678551]
192834747628243885522439709239180559236,236,[678147 678551 678964]
256139384891645816520111397457577051502,236,[678551 678964 679343]
338256217249018684118153386729606022887,236,[678964 679343 679777]
74671083500837780482088857363096792336,236,[679343 679777 680217]
292786141602418829346322509259241968554,236,[679777 680217 680599]
178097122918198482315896746058198369034,236,[680217 680599 680989]
229091931660910467161922600544823312940,236,[680599 680989 681421]
182729964549175789254841789680423441119,236,[680989 681421 681861]
337993414969564809689011774991521931329,236,[681421 681861 682244]
236810922150890873393849571682959861460,236,[681861 682244 682656]
338684494823146740094217003784700832643,236,[682244 682656 683049]
177831623843878851636932924266670310147,236,[682656 683049 683469]
166669732054796178920621725475220100969,236,[683049 683469 683878]
3704401170179558556404702326901170711,236,[683469 683878 684290]
78695997907123594521026187339467466950,236,[683878 684290 684689]
111179996135089157222207836533666053387,236,[684290 684689 685102]
190135563899845173118791221380513556778,236,[684689 685102 685510]
336937201341964821775370558161639529589,236,[685102 685510 685911]
228643868087504101263681929420933654442,236,[685510 685911 686316]
114266875735674954783626136963738628337,236,[685911 686316 686718]
200525156666827605136655309938564261101,236,[686316 686718 687119]
199204131130540701754395247419212956967,236,[686718 687119 687519]
59544209387326287475012146959096362517,236,[687119 687519 687916]
